macrepo,name,parent_collection,url
73334,"[Southern Ontario, 1954] : [Photo 428794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73334
73335,"[Southern Ontario, 1954] : [Photo 446752]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73335
73336,"[Southern Ontario, 1954] : [Photo 431791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73336
73342,"[Southern Ontario, 1954] : [Photo 428791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73342
73343,"[Southern Ontario, 1954] : [Photo 427821]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73343
73344,"[Southern Ontario, 1954] : [Photo 442762]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73344
73345,"[Southern Ontario, 1954] : [Photo 427811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73345
73346,"[Southern Ontario, 1954] : [Photo 436811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73346
73347,"[Southern Ontario, 1954] : [Photo 441772]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73347
73348,"[Southern Ontario, 1954] : [Photo 427793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73348
73349,"[Southern Ontario, 1954] : [Photo 453742]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73349
73350,"[Southern Ontario, 1954] : [Photo 443783]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73350
73351,"[Southern Ontario, 1954] : [Photo 428803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73351
73352,"[Southern Ontario, 1954] : [Photo 441773]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73352
73353,"[Southern Ontario, 1954] : [Photo 444794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73353
73354,"[Southern Ontario, 1954] : [Photo 435803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73354
73355,"[Southern Ontario, 1954] : [Photo 427812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73355
73356,"[Southern Ontario, 1954] : [Photo 416823_417823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73356
73357,"[Southern Ontario, 1954] : [Photo 428793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73357
73358,"[Southern Ontario, 1954] : [Photo 453744]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73358
73359,"[Southern Ontario, 1954] : [Photo 426821]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73359
73360,"[Southern Ontario, 1954] : [Photo 455742]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73360
73361,"[Southern Ontario, 1954] : [Photo 446772]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73361
73362,"[Southern Ontario, 1954] : [Photo 438813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73362
73363,"[Southern Ontario, 1954] : [Photo 443794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73363
73364,"[Southern Ontario, 1954] : [Photo 428801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73364
73365,"[Southern Ontario, 1954] : [Photo 437813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73365
73366,"[Southern Ontario, 1954] : [Photo 433801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73366
73367,"[Southern Ontario, 1954] : [Photo 443772]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73367
73368,"[Southern Ontario, 1954] : [Photo 446782]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73368
73369,"[Southern Ontario, 1954] : [Photo 444762]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73369
73370,"[Southern Ontario, 1954] : [Photo 432803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73370
73371,"[Southern Ontario, 1954] : [Photo 452751]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73371
73372,"[Southern Ontario, 1954] : [Photo 442804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73372
73373,"[Southern Ontario, 1954] : [Photo 445792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73373
73374,"[Southern Ontario, 1954] : [Photo 446771]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73374
73375,"[Southern Ontario, 1954] : [Photo 448801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73375
73376,"[Southern Ontario, 1954] : [Photo 427802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73376
73377,"[Southern Ontario, 1954] : [Photo 446791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73377
73378,"[Southern Ontario, 1954] : [Photo 448761]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73378
73379,"[Southern Ontario, 1954] : [Photo 431793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73379
73380,"[Southern Ontario, 1954] : [Photo 432801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73380
73381,"[Southern Ontario, 1954] : [Photo 436801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73381
73382,"[Southern Ontario, 1954] : [Photo 427794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73382
73383,"[Southern Ontario, 1954] : [Photo 427801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73383
73384,"[Southern Ontario, 1954] : [Photo 438801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73384
73385,"[Southern Ontario, 1954] : [Photo 437784]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73385
73386,"[Southern Ontario, 1954] : [Photo 444793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73386
73387,"[Southern Ontario, 1954] : [Photo 452742]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73387
73388,"[Southern Ontario, 1954] : [Photo 444801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73388
73389,"[Southern Ontario, 1954] : [Photo 435813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73389
73390,"[Bellenglise Region, barrage map]",75444,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73390
73391,"[Southern Ontario, 1954] : [Photo 446804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73391
73392,"[Southern Ontario, 1954] : [Photo 447761]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73392
73393,"[Southern Ontario, 1954] : [Photo 437793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73393
73394,Thorigny,74939,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73394
73395,Becourt,74939,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73395
73396,"[Morlancourt, Etinehem, Chipilly : trench map, before the Battle of Amiens, 1918]",74939,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73396
73397,[Miraumont Region : Battle of the Ancre],66557,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73397
73398,"[Southern Ontario, 1954] : [Photo 428812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73398
73399,"[Southern Ontario, 1954] : [Photo 435811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73399
73400,"[Southern Ontario, 1954] : [Photo 444771]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73400
73401,"[Southern Ontario, 1954] : [Photo 432821]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73401
73402,"[Southern Ontario, 1954] : [Photo 442783]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73402
73403,"[Southern Ontario, 1954] : [Photo 441782]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73403
73404,"[Southern Ontario, 1954] : [Photo 448753]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73404
73405,"[Southern Ontario, 1954] : [Photo 433804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73405
73406,"[Southern Ontario, 1954] : [Photo 454742]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73406
73407,"[Southern Ontario, 1954] : [Photo 434793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73407
73408,"[Southern Ontario, 1954] : [Photo 441803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73408
73409,"[Southern Ontario, 1954] : [Photo 447811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73409
73410,"[Southern Ontario, 1954] : [Photo 444811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73410
73411,"[Southern Ontario, 1954] : [Photo 443781]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73411
73412,"Fifth Army (A) : [Gommecourt, Puisieux-au-Mont, Grandcourt]",66557,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73412
73413,"[Hindenburg Line, trench map, May 1917]",66557,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73413
73414,"[Southern Ontario, 1954] : [Photo 447804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73414
73415,"[Southern Ontario, 1954] : [Photo 451754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73415
73416,"[Southern Ontario, 1954] : [Photo 445763]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73416
73417,"[Southern Ontario, 1954] : [Photo 446761]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73417
73418,"[Southern Ontario, 1954] : [Photo 427804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73418
73419,"[Southern Ontario, 1954] : [Photo 437812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73419
73420,"[Southern Ontario, 1954] : [Photo 421831]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73420
73421,"[Southern Ontario, 1954] : [Photo 432793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73421
73422,"[Hindenburg Line, trench map and artillery target map, May 1917]",85280,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73422
73423,"[Southern Ontario, 1954] : [Photo 442813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73423
73424,"[Southern Ontario, 1954] : [Photo 455752]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73424
73425,"[Southern Ontario, 1954] : [Photo 437804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73425
73426,"[Southern Ontario, 1954] : [Photo 434803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73426
73427,"[Southern Ontario, 1954] : [Photo 433802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73427
73428,"[Southern Ontario, 1954] : [Photo 438811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73428
73429,"[Southern Ontario, 1954] : [Photo 444792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73429
73430,"[Southern Ontario, 1954] : [Photo 444782]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73430
73431,"[Southern Ontario, 1954] : [Photo 452754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73431
73432,"[Southern Ontario, 1954] : [Photo 423814]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73432
73433,"[Southern Ontario, 1954] : [Photo 422821]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73433
73434,"[Southern Ontario, 1954] : [Photo 446794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73434
73435,"[Southern Ontario, 1954] : [Photo 442792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73435
73436,"[Southern Ontario, 1954] : [Photo 434811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73436
73437,"[Southern Ontario, 1954] : [Photo 443762]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73437
73438,"[Southern Ontario, 1954] : [Photo 438802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73438
73439,"[Southern Ontario, 1954] : [Photo 451813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73439
73440,"[Southern Ontario, 1954] : [Photo 418824]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73440
73441,"[Southern Ontario, 1954] : [Photo 447753]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73441
73442,"[Ypres, 3rd Battle of : Fifth Army counter-battery map]",75209,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73442
73443,"[Southern Ontario, 1954] : [Photo 431802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73443
73444,"[Southern Ontario, 1954] : [Photo 421823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73444
73445,"[Southern Ontario, 1954] : [Photo 446773]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73445
73446,"[Southern Ontario, 1954] : [Photo 434794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73446
73447,"[Southern Ontario, 1954] : [Photo 443764]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73447
73448,"[Southern Ontario, 1954] : [Photo 424814]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73448
73449,"[Southern Ontario, 1954] : [Photo 438791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73449
73450,"[Southern Ontario, 1954] : [Photo 442791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73450
73451,"[Southern Ontario, 1954] : [Photo 425813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73451
73452,"[Southern Ontario, 1954] : [Photo 442763]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73452
73453,"[Southern Ontario, 1954] : [Photo 451753]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73453
73454,"[Southern Ontario, 1954] : [Photo 443773]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73454
73455,"[Southern Ontario, 1954] : [Photo 423823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73455
73456,"[Southern Ontario, 1954] : [Photo 441791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73456
73457,"[Southern Ontario, 1954] : [Photo 444812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73457
73458,"[Southern Ontario, 1954] : [Photo 441813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73458
73466,"[Southern Ontario, 1954] : [Photo 422823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73466
73467,"[Southern Ontario, 1954] : [Photo 437803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73467
73468,"[Southern Ontario, 1954] : [Photo 431803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73468
73469,"[Ypres, 3rd Battle of : Fifth trench map and soil [going] map for tanks, etc.]",85275,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73469
73470,"[Southern Ontario, 1954] : [Photo 446781]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73470
73471,"[Southern Ontario, 1954] : [Photo 437794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73471
73472,"[Southern Ontario, 1954] : [Photo 423824]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73472
73473,"[Southern Ontario, 1954] : [Photo 432812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73473
73477,"[Southern Ontario, 1954] : [Photo 426812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73477
73478,"[Southern Ontario, 1954] : [Photo 441774]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73478
73479,"[Southern Ontario, 1954] : [Photo 423822]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73479
73494,"[Southern Ontario, 1954] : [Photo 427822]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73494
73495,"[Southern Ontario, 1954] : [Photo 425802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73495
73496,"[Southern Ontario, 1954] : [Photo 438804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73496
73497,"[Southern Ontario, 1954] : [Photo 428813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73497
73498,"[Southern Ontario, 1954] : [Photo 425801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73498
73499,"[Southern Ontario, 1954] : [Photo 443761]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73499
73500,"[Southern Ontario, 1954] : [Photo 446792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73500
73501,"[Southern Ontario, 1954] : [Photo 428822]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73501
73502,"[Southern Ontario, 1954] : [Photo 436794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73502
73503,"[Southern Ontario, 1954] : [Photo 435794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73503
73504,"[Southern Ontario, 1954] : [Photo 454761]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73504
73505,"[Southern Ontario, 1954] : [Photo 445754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73505
73506,"[Southern Ontario, 1954] : [Photo 434801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73506
73507,"[Southern Ontario, 1954] : [Photo 431814]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73507
73508,"[Southern Ontario, 1954] : [Photo 441763]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73508
73509,"[Southern Ontario, 1954] : [Photo 436803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73509
73510,"[Southern Ontario, 1954] : [Photo 442781]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73510
73511,"[Southern Ontario, 1954] : [Photo 431822]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73511
73512,"[Southern Ontario, 1954] : [Photo 443803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73512
73513,"[Southern Ontario, 1954] : [Photo 454752]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73513
73514,"[Southern Ontario, 1954] : [Photo 432791]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73514
73515,"[Southern Ontario, 1954] : [Photo 438794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73515
73516,"[Southern Ontario, 1954] : [Photo 422831]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73516
73517,"[Southern Ontario, 1954] : [Photo 443801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73517
73518,"[Southern Ontario, 1954] : [Photo 432792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73518
73519,"[Southern Ontario, 1954] : [Photo 437792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73519
73520,"[Southern Ontario, 1954] : [Photo 451744]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73520
73521,"[Southern Ontario, 1954] : [Photo 425812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73521
73522,"[Southern Ontario, 1954] : [Photo 426803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73522
73523,"[Southern Ontario, 1954] : [Photo 432813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73523
73525,"[Southern Ontario, 1954] : [Photo 441804]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73525
73526,"[Southern Ontario, 1954] : [Photo 445803]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73526
73528,"[Southern Ontario, 1954] : [Photo 433794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73528
73529,"[Southern Ontario, 1954] : [Photo 448812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73529
73530,"[Southern Ontario, 1954] : [Photo 455743]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73530
73534,"[Southern Ontario, 1954] : [Photo 435793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73534
73535,"[Southern Ontario, 1954] : [Photo 445801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73535
73536,"[Southern Ontario, 1954] : [Photo 432814]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73536
73537,"[Southern Ontario, 1954] : [Photo 438764]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73537
73538,"[Southern Ontario, 1954] : [Photo 428802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73538
73542,"[Southern Ontario, 1954] : [Photo 438782]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73542
73560,"[Southern Ontario, 1954] : [Photo 448751]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73560
73561,"[Southern Ontario, 1954] : [Photo 443754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73561
73562,"[Southern Ontario, 1954] : [Photo 454753]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73562
73563,"[Southern Ontario, 1954] : [Photo 441794]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73563
73564,"[Southern Ontario, 1954] : [Photo 455744]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73564
73565,"[Southern Ontario, 1954] : [Photo 438774]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73565
73566,"[Southern Ontario, 1954] : [Photo 442774]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73566
73567,"[Southern Ontario, 1954] : [Photo 452813]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73567
73568,"[Southern Ontario, 1954] : [Photo 441764]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73568
73569,"[Southern Ontario, 1954] : [Photo 442782]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73569
73570,"[Southern Ontario, 1954] : [Photo 428814]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73570
73575,"[Southern Ontario, 1954] : [Photo 442801]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73575
73576,"[Southern Ontario, 1954] : [Photo 446811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73576
73581,"[Southern Ontario, 1954] : [Photo 441802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73581
73582,"[Southern Ontario, 1954] : [Photo 443774]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73582
73583,"[Southern Ontario, 1954] : [Photo 443763]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73583
73588,"[Southern Ontario, 1954] : [Photo 443811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73588
73590,"[Southern Ontario, 1954] : [Photo 434802]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73590
73597,"[Southern Ontario, 1954] : [Photo 418823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73597
73608,"[Southern Ontario, 1954] : [Photo 444763]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73608
73621,"[Southern Ontario, 1954] : [Photo 451751]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73621
73622,"[Southern Ontario, 1954] : [Photo 445771]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73622
73623,"[Southern Ontario, 1954] : [Photo 446753]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73623
73624,"[Southern Ontario, 1954] : [Photo 445784]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73624
73626,"[Southern Ontario, 1954] : [Photo 443792]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73626
73627,"[Southern Ontario, 1954] : [Photo 445793]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73627
73628,"[Southern Ontario, 1954] : [Photo 442812]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73628
73629,"[Southern Ontario, 1954] : [Photo 448754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73629
73630,"[Southern Ontario, 1954] : [Photo 426811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73630
73636,"[Southern Ontario, 1954] : [Photo 446754]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73636
73637,"[Southern Ontario, 1954] : [Photo 428811]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73637
73638,"[Southern Ontario, 1954] : [Photo 424823]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73638
73648,"[Southern Ontario, 1954] : [Photo 446762]",71542,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73648
73652,Town of Hazebrouck,85272,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73652
73653,"[Ypres, 3rd Battle of : trenches, roads and duckboard tracks]",85276,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73653
73654,"[Ypres, 3rd Battle of : tank 'going' map]",85275,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73654
73656,"Secret, Army map 'A', showing zones of defence",75447,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73656
73659,"Army map 'D' : [Arques, Aire, Bruay]",74936,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73659
73660,"Army map 'E' : [Bailleul, Bethune, La Bassee]",74936,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73660
73661,"Army map 'F' : [Houdain, Diéval, Bavincourt]",74936,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73661
73663,"Army map 'B' : [La Bassée, Givenchy, Vimy]",75447,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73663
73664,"[Hamilon Area, 1950-06] : [Flightline A12512-Photo 116]",71537,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73664
73665,"[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2651-Photo 80]",71378,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73665
73666,"[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2651-Photo 81]",71378,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73666
73667,"[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2651-Photo 82]",71378,https://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73667
